country,year,sex,age_group,suicides,pop_age_group,suicides_rate,HDI for year, gdp_for_year,gdp_per_capita,unemployment_rate,terciary_rate
South Africa,2012,male,15-24,107,5178479,2.07,0.659,3.96333E+11,8347,47.6,19.14366
South Africa,2012,female,25-54,45,10599009,0.424567995,0.659,3.96333E+11,8347,24,19.14366
South Africa,2012,male,25-54,216,10370014,2.082928721,0.659,3.96333E+11,8347,20.2,19.14366
South Africa,2013,female,15-24,32,5097679,0.63,0.663,3.66829E+11,7612,55.5,19.93049
South Africa,2013,male,15-24,119,5182542,2.3,0.663,3.66829E+11,7612,48,19.93049
South Africa,2013,female,25-54,61,10809568,0.564314874,0.663,3.66829E+11,7612,23.6,19.93049
South Africa,2013,male,25-54,292,10604473,2.753555033,0.663,3.66829E+11,7612,20.3,19.93049
South Africa,2014,female,15-24,50,5100812,0.98,0.666,3.50905E+11,7174,55.3,19.80924
South Africa,2014,male,15-24,126,5186816,2.43,0.666,3.50905E+11,7174,48,19.80924
South Africa,2014,female,25-54,55,11017613,0.499200689,0.666,3.50905E+11,7174,24.5,19.80924
South Africa,2014,male,25-54,281,10838634,2.592577626,0.666,3.50905E+11,7174,20.8,19.80924
Spain,2000,female,15-24,43,2846326,1.51,0.827,5.95403E+11,15538,32.9,57.72711
Spain,2000,male,15-24,229,2984879,7.67,0.827,5.95403E+11,15538,19.4,57.72711
Spain,2000,female,25-54,323,8773836,3.681400017,0.827,5.95403E+11,15538,18.9,57.72711
Spain,2000,male,25-54,1142,8839073,12.91990687,0.827,5.95403E+11,15538,8,57.72711
Spain,2005,female,15-24,38,2553272,1.49,0.845,1.15728E+12,28092,23.4,67.15335
Spain,2005,male,15-24,164,2683966,6.11,0.845,1.15728E+12,28092,16.7,67.15335
Spain,2005,female,25-54,345,9882539,3.491005702,0.845,1.15728E+12,28092,10.7,67.15335
Spain,2005,male,25-54,1231,10170132,12.10407102,0.845,1.15728E+12,28092,6,67.15335
Spain,2010,female,15-24,23,2348349,0.98,0.867,1.43162E+12,32839,39.6,75.91095
Spain,2010,male,15-24,99,2455458,4.03,0.867,1.43162E+12,32839,43.1,75.91095
Spain,2010,female,25-54,340,10577449,3.214385624,0.867,1.43162E+12,32839,18.9,75.91095
Spain,2010,male,25-54,1243,10910274,11.3929311,0.867,1.43162E+12,32839,17.9,75.91095
Spain,2011,female,15-24,21,2294452,0.92,0.87,1.48807E+12,34097,44,80.03797
Spain,2011,male,15-24,93,2391304,3.89,0.87,1.48807E+12,34097,48.2,80.03797
Spain,2011,female,25-54,360,10553419,3.411216782,0.87,1.48807E+12,34097,20.5,80.03797
Spain,2011,male,25-54,1224,10826172,11.30593528,0.87,1.48807E+12,34097,19.4,80.03797
Spain,2012,female,15-24,34,2275761,1.49,0.874,1.33602E+12,30146,51.4,82.27033
Spain,2012,male,15-24,120,2380360,5.04,0.874,1.33602E+12,30146,54.1,82.27033
Spain,2012,female,25-54,407,10644319,3.823635876,0.874,1.33602E+12,30146,23.6,82.27033
Spain,2012,male,25-54,1334,10961016,12.17040464,0.874,1.33602E+12,30146,23,82.27033
Spain,2013,female,15-24,45,2226350,2.02,0.874,1.36185E+12,30792,54.6,83.72564
Spain,2013,male,15-24,131,2330807,5.62,0.874,1.36185E+12,30792,56.2,83.72564
Spain,2013,female,25-54,452,10517442,4.297622939,0.874,1.36185E+12,30792,25.2,83.72564
Spain,2013,male,25-54,1434,10770523,13.31411669,0.874,1.36185E+12,30792,23.8,83.72564
Spain,2014,female,15-24,50,2191362,2.28,0.876,1.37691E+12,31171,52.9,85.44627
Spain,2014,male,15-24,136,2297600,5.92,0.876,1.37691E+12,31171,53.4,85.44627
Spain,2014,female,25-54,466,10385485,4.48703166,0.876,1.37691E+12,31171,24.1,85.44627
Spain,2014,male,25-54,1452,10592982,13.7071884,0.876,1.37691E+12,31171,21.7,85.44627
Spain,2015,female,15-24,47,2177807,2.16,,1.19779E+12,27108,48,85.61178
Spain,2015,male,15-24,109,2287320,4.77,,1.19779E+12,27108,48.6,85.61178
Spain,2015,female,25-54,426,10274109,4.146344953,,1.19779E+12,27108,22.4,85.61178
Spain,2015,male,25-54,1256,10448671,12.02066751,,1.19779E+12,27108,18.9,85.61178
Sweden,2000,female,15-24,26,500737,5.19,0.897,2.59802E+11,30896,11.3,67.0748
Sweden,2000,male,15-24,63,524457,12.01,0.897,2.59802E+11,30896,12.1,67.0748
Sweden,2000,female,25-54,153,1802632,8.487589258,0.897,2.59802E+11,30896,4.5,67.0748
Sweden,2000,male,25-54,389,1867193,20.83341144,0.897,2.59802E+11,30896,5.3,67.0748
Sweden,2005,female,15-24,36,542149,6.64,0.892,3.89042E+11,45563,21.6,81.95384
Sweden,2005,male,15-24,68,569180,11.95,0.892,3.89042E+11,45563,22.3,81.95384
Sweden,2005,female,25-54,175,1766766,9.905103449,0.892,3.89042E+11,45563,6.3,81.95384
Sweden,2005,male,25-54,392,1826977,21.45620881,0.892,3.89042E+11,45563,6.2,81.95384
Sweden,2010,female,15-24,31,607958,5.1,0.901,4.88378E+11,55352,23.6,73.67311
Sweden,2010,male,15-24,87,639346,13.61,0.901,4.88378E+11,55352,25.9,73.67311
Sweden,2010,female,25-54,131,1799463,7.279949629,0.901,4.88378E+11,55352,6.6,73.67311
Sweden,2010,male,25-54,386,1866953,20.67539997,0.901,4.88378E+11,55352,6.3,73.67311
Sweden,2011,female,15-24,36,607514,5.93,0.903,5.6311E+11,63380,22.2,72.8254
Sweden,2011,male,15-24,85,639416,13.29,0.903,5.6311E+11,63380,23.3,72.8254
Sweden,2011,female,25-54,149,1810000,8.232044199,0.903,5.6311E+11,63380,5.8,72.8254
Sweden,2011,male,25-54,370,1877994,19.70187338,0.903,5.6311E+11,63380,5.6,72.8254
Sweden,2012,female,15-24,34,602499,5.64,0.904,5.43881E+11,60776,22.3,68.81765
Sweden,2012,male,15-24,83,635011,13.07,0.904,5.43881E+11,60776,25,68.81765
Sweden,2012,female,25-54,167,1822362,9.163931206,0.904,5.43881E+11,60776,5.7,68.81765
Sweden,2012,male,25-54,370,1889160,19.58542421,0.904,5.43881E+11,60776,6.1,68.81765
Sweden,2013,female,15-24,48,595101,8.07,0.905,5.78742E+11,64133,22.3,63.21716
Sweden,2013,male,15-24,99,628573,15.75,0.905,5.78742E+11,64133,24.8,63.21716
Sweden,2013,female,25-54,163,1838658,8.865161438,0.905,5.78742E+11,64133,6.1,63.21716
Sweden,2013,male,25-54,377,1904982,19.79021324,0.905,5.78742E+11,64133,6,63.21716
Sweden,2014,female,15-24,36,585957,6.14,0.907,5.73818E+11,62956,21.5,62.18059
Sweden,2014,male,15-24,88,621210,14.17,0.907,5.73818E+11,62956,24.3,62.18059
Sweden,2014,female,25-54,177,1859494,9.518718533,0.907,5.73818E+11,62956,5.9,62.18059
Sweden,2014,male,25-54,352,1928238,18.25500794,0.907,5.73818E+11,62956,6,62.18059
Sweden,2015,female,15-24,38,585957,6.49,,4.97918E+11,54629,19.4,62.28248
Sweden,2015,male,15-24,69,621210,11.11,,4.97918E+11,54629,21.2,62.28248
Sweden,2015,female,25-54,148,1859494,7.95915448,,4.97918E+11,54629,5.8,62.28248
Sweden,2015,male,25-54,396,1928238,20.53688393,,4.97918E+11,54629,5.8,62.28248
Sweden,2016,female,15-24,36,570983,6.3,,5.1446E+11,55594,17.2,63.54802
Sweden,2016,male,15-24,70,605396,11.56,,5.1446E+11,55594,20.5,63.54802
Sweden,2016,female,25-54,163,1899154,8.582768959,,5.1446E+11,55594,5.3,63.54802
Sweden,2016,male,25-54,380,1970148,19.28789106,,5.1446E+11,55594,5.6,63.54802
Switzerland,2000,female,15-24,20,410136,4.88,0.888,2.72055E+11,39952,3.9,37.77896
Switzerland,2000,male,15-24,79,426957,18.5,0.888,2.72055E+11,39952,5.6,37.77896
Switzerland,2000,female,25-54,171,1610534,10.6175964,0.888,2.72055E+11,39952,3.1,37.77896
Switzerland,2000,male,25-54,507,1624607,31.20754743,0.888,2.72055E+11,39952,1.6,37.77896
Switzerland,2005,female,15-24,23,432571,5.32,0.904,4.08689E+11,57790,9.1,45.80415
Switzerland,2005,male,15-24,69,446784,15.44,0.904,4.08689E+11,57790,8.5,45.80415
Switzerland,2005,female,25-54,163,1638802,9.946290034,0.904,4.08689E+11,57790,4.6,45.80415
Switzerland,2005,male,25-54,398,1644001,24.20923102,0.904,4.08689E+11,57790,3.2,45.80415
Switzerland,2010,female,15-24,15,455057,3.3,0.924,5.83783E+11,78474,8.7,52.93773
Switzerland,2010,male,15-24,47,472649,9.94,0.924,5.83783E+11,78474,7.8,52.93773
Switzerland,2010,female,25-54,135,1713151,7.880216046,0.924,5.83783E+11,78474,4.9,52.93773
Switzerland,2010,male,25-54,341,1732590,19.68151727,0.924,5.83783E+11,78474,4.2,52.93773
Switzerland,2011,female,15-24,15,459710,3.26,0.925,6.9958E+11,93053,7.9,54.48452
Switzerland,2011,male,15-24,67,478339,14.01,0.925,6.9958E+11,93053,7.6,54.48452
Switzerland,2011,female,25-54,123,1727434,7.120387812,0.925,6.9958E+11,93053,4.5,54.48452
Switzerland,2011,male,25-54,342,1754914,19.48813446,0.925,6.9958E+11,93053,3.7,54.48452
Switzerland,2012,female,15-24,10,460498,2.17,0.927,6.68044E+11,87951,8,55.52047
Switzerland,2012,male,15-24,65,479646,13.55,0.927,6.68044E+11,87951,8.6,55.52047
Switzerland,2012,female,25-54,133,1742111,7.634415947,0.927,6.68044E+11,87951,4.5,55.52047
Switzerland,2012,male,25-54,317,1771400,17.89544993,0.927,6.68044E+11,87951,3.8,55.52047
Switzerland,2013,female,15-24,17,460483,3.69,0.928,6.88504E+11,89634,8.8,56.27015
Switzerland,2013,male,15-24,52,480011,10.83,0.928,6.88504E+11,89634,8.7,56.27015
Switzerland,2013,female,25-54,121,1758428,6.881146115,0.928,6.88504E+11,89634,4.7,56.27015
Switzerland,2013,male,25-54,333,1790199,18.60128399,0.928,6.88504E+11,89634,4.3,56.27015
Switzerland,2014,female,15-24,14,468004,2.99,0.93,7.09183E+11,90809,8.6,57.22972
Switzerland,2014,male,15-24,48,488444,9.83,0.93,7.09183E+11,90809,8.6,57.22972
Switzerland,2014,female,25-54,125,1788152,6.990457187,0.93,7.09183E+11,90809,4.8,57.22972
Switzerland,2014,male,25-54,313,1817106,17.22519215,0.93,7.09183E+11,90809,4.5,57.22972
Switzerland,2015,female,15-24,20,462559,4.32,,6.79289E+11,86068,8.4,57.70735
Switzerland,2015,male,15-24,62,482708,12.84,,6.79289E+11,86068,9.2,57.70735
Switzerland,2015,female,25-54,135,1805099,7.478814181,,6.79289E+11,86068,4.6,57.70735
Switzerland,2015,male,25-54,322,1835868,17.53938736,,6.79289E+11,86068,4.1,57.70735
United Kingdom,2000,female,15-24,101,3523496,2.87,0.865,1.64795E+12,29358,10.2,58.47404
United Kingdom,2000,male,15-24,390,3709456,10.51,0.865,1.64795E+12,29358,13.2,58.47404
United Kingdom,2000,female,25-54,553,12698385,4.354884499,0.865,1.64795E+12,29358,3.8,58.47404
United Kingdom,2000,male,25-54,2125,12995673,16.35159641,0.865,1.64795E+12,29358,4.7,58.47404
United Kingdom,2005,female,15-24,88,3856149,2.28,0.89,2.5207E+12,44372,10.6,58.9661
United Kingdom,2005,male,15-24,296,4029567,7.35,0.89,2.5207E+12,44372,13.6,58.9661
United Kingdom,2005,female,25-54,567,12538817,4.521957693,0.89,2.5207E+12,44372,3.3,58.9661
United Kingdom,2005,male,25-54,1922,12349151,15.56382297,0.89,2.5207E+12,44372,3.6,58.9661
United Kingdom,2010,female,15-24,106,3995780,2.65,0.906,2.44117E+12,41798,17.1,58.92335
United Kingdom,2010,male,15-24,344,4225926,8.14,0.906,2.44117E+12,41798,21.6,58.92335
United Kingdom,2010,female,25-54,533,12801009,4.163734281,0.906,2.44117E+12,41798,5.4,58.92335
United Kingdom,2010,male,25-54,1957,12721150,15.38382929,0.906,2.44117E+12,41798,6.7,58.92335
United Kingdom,2011,female,15-24,100,4001855,2.5,0.901,2.6197E+12,44491,17.9,59.14593
United Kingdom,2011,male,15-24,346,4236989,8.17,0.901,2.6197E+12,44491,22.3,59.14593
United Kingdom,2011,female,25-54,551,12885588,4.276095123,0.901,2.6197E+12,44491,5.8,59.14593
United Kingdom,2011,male,25-54,2164,12840516,16.85290529,0.901,2.6197E+12,44491,6.4,59.14593
United Kingdom,2012,female,15-24,70,4054017,1.73,0.901,2.66209E+12,44585,18,59.40212
United Kingdom,2012,male,15-24,364,4204765,8.66,0.901,2.66209E+12,44585,23.8,59.40212
United Kingdom,2012,female,25-54,556,13148650,4.228570994,0.901,2.66209E+12,44585,6,59.40212
United Kingdom,2012,male,25-54,2184,12934260,16.88538811,0.901,2.66209E+12,44585,6,59.40212
United Kingdom,2013,female,15-24,81,4017291,2.02,0.902,2.73982E+12,45594,17.6,57.03876
United Kingdom,2013,male,15-24,331,4180873,7.92,0.902,2.73982E+12,45594,22.6,57.03876
United Kingdom,2013,female,25-54,573,13194008,4.342880495,0.902,2.73982E+12,45594,5.5,57.03876
United Kingdom,2013,male,25-54,2329,12976870,17.94731703,0.902,2.73982E+12,45594,5.8,57.03876
United Kingdom,2014,female,15-24,103,3992566,2.58,0.907,3.02283E+12,49906,15.2,56.5645
United Kingdom,2014,male,15-24,332,4171187,7.96,0.907,3.02283E+12,49906,19,56.5645
United Kingdom,2014,female,25-54,617,13238485,4.660654146,0.907,3.02283E+12,49906,4.7,56.5645
United Kingdom,2014,male,25-54,2294,13025652,17.61140248,0.907,3.02283E+12,49906,4.7,56.5645
United Kingdom,2015,female,15-24,104,3966564,2.62,,2.88557E+12,47240,12.7,56.45849
United Kingdom,2015,male,15-24,374,4151992,9.01,,2.88557E+12,47240,15.9,56.45849
United Kingdom,2015,female,25-54,654,13296408,4.918621631,,2.88557E+12,47240,4.2,56.45849
United Kingdom,2015,male,25-54,2175,13100733,16.60212448,,2.88557E+12,47240,3.8,56.45849
United States,2000,female,15-24,570,19105073,2.98,0.883,1.02848E+13,39218,8.9,67.80243
United States,2000,male,15-24,3424,20078818,17.05,0.883,1.02848E+13,39218,9.7,67.80243
United States,2000,female,25-54,3590,61652646,5.822945539,0.883,1.02848E+13,39218,3.3,67.80243
United States,2000,male,25-54,13201,61065557,21.6177509,0.883,1.02848E+13,39218,2.9,67.80243
United States,2005,female,15-24,714,20429690,3.49,0.897,1.30937E+13,47423,10.1,80.63483
United States,2005,male,15-24,3498,21647159,16.16,0.897,1.30937E+13,47423,12.4,80.63483
United States,2005,female,25-54,4133,63230987,6.536352184,0.897,1.30937E+13,47423,4.4,80.63483
United States,2005,male,25-54,14398,63256654,22.76124185,0.897,1.30937E+13,47423,3.9,80.63483
United States,2010,female,15-24,830,21395712,3.88,0.909,1.49644E+13,51989,15.8,92.62195
United States,2010,male,15-24,3772,22463069,16.79,0.909,1.49644E+13,51989,20.8,92.62195
United States,2010,female,25-54,4696,62892095,7.46675715,0.909,1.49644E+13,51989,7.8,92.62195
United States,2010,male,25-54,16412,63208367,25.96491695,0.909,1.49644E+13,51989,9.3,92.62195
United States,2011,female,15-24,863,21552069,4,0.911,1.55179E+13,53452,15.7,93.90658
United States,2011,male,15-24,3959,22622559,17.5,0.911,1.55179E+13,53452,18.7,93.90658
United States,2011,female,25-54,5014,62893193,7.972245899,0.911,1.55179E+13,53452,7.6,93.90658
United States,2011,male,25-54,16543,63264580,26.14891303,0.911,1.55179E+13,53452,8.2,93.90658
United States,2012,female,15-24,954,21653970,4.41,0.912,1.61553E+13,55170,14.7,93.17549
United States,2012,male,15-24,3918,22713083,17.25,0.912,1.61553E+13,55170,17.6,93.17549
United States,2012,female,25-54,5088,62906419,8.088204798,0.912,1.61553E+13,55170,7.1,93.17549
United States,2012,male,25-54,16748,63354384,26.43542395,0.912,1.61553E+13,55170,6.9,93.17549
United States,2013,female,15-24,975,21698877,4.49,0.913,1.66915E+13,56520,13.9,88.72642
United States,2013,male,15-24,3903,22735631,17.17,0.913,1.66915E+13,56520,17.1,88.72642
United States,2013,female,25-54,5061,62935803,8.04152765,0.913,1.66915E+13,56520,6.3,88.72642
United States,2013,male,25-54,16459,63472579,25.93088269,0.913,1.66915E+13,56520,6.4,88.72642
United States,2014,female,15-24,990,21691057,4.56,0.915,1.74276E+13,58531,12.2,88.62687
United States,2014,male,15-24,4089,22700273,18.01,0.915,1.74276E+13,58531,14.5,88.62687
United States,2014,female,25-54,5365,62992935,8.516828117,0.915,1.74276E+13,58531,5.3,88.62687
United States,2014,male,25-54,16677,63618809,26.21394563,0.915,1.74276E+13,58531,5.2,88.62687
United States,2015,female,15-24,1132,21633813,5.23,,1.81207E+13,60387,10.4,88.88941
United States,2015,male,15-24,4359,22615073,19.27,,1.81207E+13,60387,12.8,88.88941
United States,2015,female,25-54,5497,63087521,8.713292126,,1.81207E+13,60387,4.6,88.88941
United States,2015,male,25-54,17137,63795107,26.86256173,,1.81207E+13,60387,4.4,88.88941
